date,FLOW,FLOW_lag1,FLOW_lag2,FLOW_lag3,TN,TN_lag1,TN_lag2,TN_lag3,TP,TP_lag1,TP_lag2,TP_lag3,PCP,WS,SH,SLR,wt,DO,pH,chl,Green,Red,Blue_Green,Red_NIR
2007-01-05,3.96,4.24,4.49,4.81,0.041795267489711935,0.05595955625436756,0.08248783304462591,0.14148764148764148,0.0025983211747100635,0.0054594689028651285,0.011909180895817866,0.02646877646877647,0.0,0.7,3.1,6.94,7.0,13.2,8.2,8.7,0.100771873409669,0.107815477099236,0.898550296571478,1.06561553934443
2007-01-18,3.31,3.55,4.35,3.52,0.3007161239789638,0.609676577986437,1.1653895274584931,0.04734848484848484,0.06468893364663757,0.1310641627543036,0.2501064282673478,0.004077230639730639,0.0,1.5,8.5,11.27,3.5,13.8,7.3,10.3,0.117509089698046,0.110067384547069,0.730834587435814,1.16320243046917
2007-01-24,3.47,3.99,4.72,3.84,0.2057983776283488,0.33648937157709086,0.5590866290018832,0.3797743055555555,0.04969847368982815,0.10094681147312724,0.19837766792215947,0.1220703125,0.0,1.2,7.8,10.79,9.0,12.9,8.2,22.7,0.117509089698046,0.110067384547069,0.730834587435814,1.16320243046917
2007-02-07,2.12,2.08,2.17,2.16,0.03111897274633123,0.04078748219373219,0.057070319167093354,0.08466220850480109,0.0027406533892382944,0.004384793447293447,0.0072004608294930885,0.011574074074074073,0.0,0.5,3.4,7.0,10.0,8.2,7.6,17.0,0.101191286644951,0.103343721498371,0.982603673918148,1.02895685870999
2007-02-16,16.3,22.4,29.5,99.1,0.2769256987048398,0.3363715277777778,0.49042686754551157,2.055536868856748,0.006553908202681208,0.018859540343915345,0.05649717514124293,0.5454180214523302,0.0,1.1,9.7,15.63,7.0,9.5,7.7,5.4,0.147368828125,0.147029321289062,0.976183166090555,0.989650261129951
2007-02-21,6.14,7.06,8.46,10.4,0.16814452889371456,0.18689014793830658,0.20521407932755448,0.2236912393162393,0.00019792797683677163,0.00027377767285699295,0.00048156903948866114,0.0010004896723646724,0.0,0.7,8.1,12.83,7.0,10.3,7.5,21.0,0.147368828125,0.147029321289062,0.976183166090555,0.989650261129951
2007-02-26,4.29,4.41,4.71,5.07,0.09199905033238368,0.10498026371042242,0.11844381536525911,0.13468843597048724,0.00019829707329707327,0.00018476526413034348,0.00016365888181174806,0.00017098582803711006,0.0,1.2,10.1,17.12,9.0,10.1,7.6,18.9,0.147368828125,0.147029321289062,0.976183166090555,0.989650261129951
2007-03-06,39.8,71.9,217.0,35.1,0.3954959985110739,0.6664348632359758,3.1895374637310114,0.8507439062994617,0.023613437558161178,0.09787255962499355,0.9280593958013311,0.14574759945130314,0.0,3.0,10.1,19.44,5.0,12.8,7.7,21.5,0.103184386132315,0.102047894402035,0.664910138048323,1.39266606517889
2007-03-14,10.5,11.6,13.3,16.0,0.1554232804232804,0.18259099616858238,0.2262600946811473,0.3211805555555555,0.001095679012345679,0.00305316091954023,0.009398496240601503,0.03074363425925926,0.0,0.7,6.5,15.1,10.0,11.2,7.8,15.8,0.145448637747336,0.149654840182648,0.883948857797083,1.12396672337925
2007-03-22,7.36,7.76,7.72,7.92,0.05095108695652173,0.057721219931271474,0.06596622529265016,0.07540684624017957,0.0001416880535426731,0.00013483199694539898,0.00012713490692765303,0.00012699331275720164,0.0,1.4,4.8,14.39,12.0,10.5,7.8,17.3,0.0999545006361322,0.103246838422391,0.869772662699735,0.976807932922906
2007-03-28,56.5,18.0,27.6,18.4,1.2168141592920354,0.39287551440329216,0.7087023617820718,0.510768921095008,0.2642576204523107,0.022955246913580248,0.08512815351583466,0.07045088566827697,6.5,2.4,1.1,9.56,11.0,8.3,7.5,32.2,0.0999545006361322,0.103246838422391,0.869772662699735,0.976807932922906
2007-04-05,19.7,23.5,28.7,36.9,0.21444350441812368,0.2433018124507486,0.2794715447154471,0.33248017665361834,0.0003965736040609137,0.0010933806146572105,0.003423828881145954,0.01147997591087022,0.0,1.2,9.4,22.22,12.0,6.8,7.6,10.7,0.129343043893129,0.135252115139949,0.762204459325388,1.12104106180439
2007-04-11,19.2,12.8,13.2,14.4,0.5895543981481481,0.1048900462962963,0.1210016835016835,0.1406571502057613,0.11453510802469136,4.946108217592592e-05,5.979938271604938e-05,7.804462448559671e-05,6.0,1.5,9.3,21.15,15.0,12.0,8.1,17.0,0.145192056367432,0.143338533402922,0.963020802093299,0.967609787242617
2007-04-18,19.6,22.4,65.5,15.3,0.2444727891156462,0.4045758928571429,1.6592451229855807,0.2534192689421447,0.022321428571428565,0.06923776455026455,0.5265761945151257,0.019895303800532557,0.0,1.3,10.2,23.76,14.0,9.6,7.9,31.7,0.118403466921119,0.112384045801526,0.847555093261653,0.986345628380007
2007-04-26,10.6,10.8,11.6,11.9,0.05306603773584906,0.06044238683127571,0.06994332694763729,0.08169934640522875,0.00015068134171907757,0.00016610939643347047,0.00019855523627075353,0.0003345782757547463,0.0,1.4,7.6,21.14,15.0,7.4,8.0,38.2,0.0844439408396946,0.0865481806615776,0.832016142332953,0.972070981047391
2007-05-16,366.0,16.7,27.3,21.8,5.47080550495851,0.5482091372809935,1.4965744132410796,0.4507517838939857,1.7266241651487553,0.13445331559104012,0.47907339574006236,0.060524974515800196,44.0,1.5,0.0,3.71,20.0,5.9,7.8,57.9,0.119163390585241,0.111077865776081,0.678094212885421,1.14131301933234
2007-05-21,26.4,32.6,41.5,62.8,0.28935185185185186,0.3255652124517155,0.38208389112003566,0.5068264920971928,0.0014906004489337822,0.004402408543512837,0.013163766175814369,0.044785031847133755,0.0,1.1,6.7,18.78,20.0,12.1,7.7,18.7,0.119163390585241,0.111077865776081,0.678094212885421,1.14131301933234
2007-05-30,22.3,67.0,24.7,30.6,0.7058628134861318,3.092177998894417,0.15557055030739242,0.20122246429435972,0.1873650556385982,1.1332227750138197,0.004967011545958915,0.015848160251755023,0.0,1.8,8.3,23.43,22.0,9.0,7.7,44.4,0.15277171437659,0.147795054071246,0.838750962915204,0.779823786005125
2007-06-07,12.8,13.2,13.7,14.3,0.056785300925925916,0.06190375982042648,0.06707894025412274,0.07397694897694897,0.00027398003472222217,0.0004971590909090909,0.0002914639091646391,0.0005730380730380729,0.0,1.8,3.2,18.39,25.0,7.0,8.1,274.6,0.148511021341463,0.14144,0.864743366583518,0.665398303565724
2007-06-13,11.4,11.0,11.5,11.6,0.06650016244314488,0.03987794612794612,0.04277375201288244,0.046894955300127716,0.0045077972709551654,0.00026199494949494945,0.0003210547504025765,0.000531808748403576,1.0,1.3,3.6,16.19,25.0,7.7,8.4,114.8,0.148511021341463,0.14144,0.864743366583518,0.665398303565724
2007-07-04,259.0,82.1,152.0,445.0,1.7517517517517516,0.18467767401993956,0.7309941520467835,2.965043695380774,0.6122193622193621,0.04891843731673208,0.22615131578947367,1.0325634623387432,36.5,1.2,3.0,9.5,24.0,6.6,8.4,8.9,0.0936982506361323,0.0785154866412213,0.707010321373441,0.560566392218315
2007-07-11,84.6,266.0,88.2,37.5,0.40358768934419054,2.1146616541353382,0.9645061728395061,0.05864197530864197,0.12162354434813065,0.8006126427179058,0.3477471235407743,0.005802469135802469,1.5,1.7,1.3,9.7,23.0,9.0,8.5,16.9,0.0936982506361323,0.0785154866412213,0.707010321373441,0.560566392218315
2007-07-16,85.0,32.6,36.0,42.8,0.6549564270152505,0.07384685298795728,0.030189043209876545,0.05138023537556248,0.1947167755991285,0.016225005680527153,0.0028838734567901234,0.009329569055036345,7.0,3.0,0.0,4.6,25.0,8.4,8.2,58.0,0.0421806043256997,0.0354576590330788,0.709815338355792,0.62682574427688
2007-07-25,138.0,607.0,37.7,43.7,0.5082528180354267,2.402526084568918,0.043594655663621175,0.03813882532418001,0.1526435856146001,0.8809262310086032,0.004390166028097062,0.006488897364183405,1.0,1.5,1.6,11.61,24.0,13.2,8.2,10.9,0.0885655267702936,0.0725314119170984,0.811999048307108,0.598281835988754
2007-08-22,98.8,59.5,44.4,47.1,0.32566726645674016,0.20619358854652972,0.008915165165165165,0.00901843988362035,0.08317401409506672,0.04649081854964208,9.306181181181181e-06,4.17747896516474e-05,10.0,1.4,3.2,12.06,29.0,8.0,8.4,42.4,0.0612491952926208,0.0479699840966921,0.695802670186654,0.48416537677814
2007-09-12,68.7,76.3,86.2,101.0,0.005222653512318723,0.005430561623222173,0.006122712039185357,0.009224880821415473,1.5145695185724296e-05,0.00013819110722780445,0.0003893830024920512,0.001352218555188852,0.0,0.8,5.7,15.79,25.0,10.7,8.1,12.8,0.0728356520356234,0.0718914503816793,0.852538582639199,1.07903240620159
2007-10-30,49.1,53.0,61.1,68.5,0.00782605416006638,0.015024458420684833,0.0983133296963084,0.04409975669099756,0.00021639511201629325,0.0010962613556953177,0.011422531369339878,0.007907542579075425,0.0,1.0,7.2,12.17,15.0,6.6,9.1,11.0,0.0480161666666666,0.0402683333333333,0.865320725843871,0.910763378126408
2007-11-05,38.1,39.1,40.9,42.1,0.004465587634878973,0.0058610400682011935,0.01219664040568686,0.053059294448843136,0.00010389326334208225,0.00033449370086198726,0.0018111020556008332,0.012096419459839886,0.0,1.0,0.9,6.17,12.0,8.3,8.5,8.6,0.0480161666666666,0.0402683333333333,0.865320725843871,0.910763378126408
2008-02-12,5.76,7.31,5.65,6.23,0.4782343106995885,1.0877412980696153,0.03052277941658472,0.047559598121395874,0.13141396604938274,0.3008309266859198,0.002847427073090789,0.007003893942096189,0.0,2.4,8.9,14.16,3.3,12.1,7.5,6.8,0.0678936991094147,0.0596356870229007,0.855256922884877,1.09833657638911
2008-02-19,8.45,5.07,5.76,4.88,1.5203813280736356,0.14792899408284022,0.2732767489711934,0.023717364905889497,0.4410475564321718,0.039036817882971725,0.0797726980452675,0.004316560412871888,0.0,1.2,8.8,13.19,3.8,12.1,7.4,9.3,0.0678936991094147,0.0596356870229007,0.855256922884877,1.09833657638911
2008-02-26,8.29,12.8,9.19,8.44,1.304003038019926,2.007378472222222,0.8929291097408617,1.208146831665789,0.2903989634990841,0.47290943287037035,0.30477975254906703,0.4360847814639284,4.0,1.4,4.2,12.41,4.8,11.5,7.5,14.9,0.0702312690839694,0.068096415394402,0.83871556478306,1.06456076836829
2008-04-02,8.71,9.8,12.3,13.0,0.146170855126079,0.17479213907785335,0.21736675700090333,0.28222934472934474,0.0011600650593187906,0.003047052154195011,0.008600572116832279,0.027599715099715098,0.0,2.1,0.9,8.79,11.8,10.0,7.6,84.0,0.0673398434237995,0.063555751565762,0.880742635325544,1.01406006057385
2008-04-10,34.3,27.9,9.41,17.0,1.00893532015981,1.5390614628965884,0.9679911048136339,2.069716775599128,0.20212450059388834,0.395343820523032,0.3087239737080332,0.6944444444444443,7.0,2.4,6.3,18.26,14.6,11.3,8.1,158.8,0.0911456838422391,0.0851238136132315,0.819492409005423,0.8764364852152
2008-04-15,8.28,9.5,11.1,13.7,0.16075102880658437,0.19005847953216373,0.23043877210543876,0.2990673154906731,0.0007813897835033103,0.0018518518518518517,0.004973723723723723,0.015037848067045147,0.0,1.1,10.8,22.99,16.1,10.7,8.2,208.6,0.0911456838422391,0.0851238136132315,0.819492409005423,0.8764364852152
2008-04-22,11.5,7.26,7.9,9.88,0.7608695652173912,0.27261248852157943,0.6607477730895451,1.640050982156245,0.13385668276972623,0.08640699928578717,0.2241561181434599,0.5669890538311589,4.0,1.7,1.1,14.79,17.2,8.2,7.8,178.4,0.0684787213740458,0.0676391316793893,0.915078308132916,0.790493943575612
2008-04-29,7.05,8.07,10.6,11.6,0.13790386130811663,0.2724998852632062,0.590714535290007,0.9099616858237548,0.02134226425006567,0.05464339804488503,0.13648672257162822,0.21252394636015326,0.0,1.2,6.2,18.62,15.8,12.0,6.8,205.4,0.0706924363867684,0.0625803212468193,0.833008746442054,0.762860312157968
2008-05-06,4.72,5.29,5.14,5.09,0.18219358129315755,0.34787859693341733,0.05359201614065427,0.04206687040675253,0.020671492467043313,0.042664356227683255,0.0007656002305807754,0.0009595794222513279,0.0,2.0,11.7,26.49,20.4,6.1,7.5,42.7,0.0770001176844783,0.0693612054707378,0.73972238036377,0.683051061434576
2008-05-21,24.3,32.1,63.5,273.0,0.44010059442158206,0.569689627322026,1.0990813648293962,5.765839099172433,0.02124295076969974,0.05841121495327102,0.22419072615923008,1.8103038936372269,0.0,1.9,7.6,20.16,14.0,6.9,7.6,29.6,0.128921470099667,0.112696104651162,0.771365305453791,0.718376433755844
2008-05-27,7.76,8.82,10.2,12.3,0.25206424207712863,0.2742609389434786,0.2984295570079884,0.3227566997892201,0.0003355884879725086,0.0003779289493575207,0.0005889161220043573,0.0011856368563685636,0.0,1.3,8.3,22.2,22.9,6.7,7.4,54.2,0.128921470099667,0.112696104651162,0.771365305453791,0.718376433755844
2008-06-10,16.5,58.0,56.4,8.89,0.7225028058361391,2.3547254150702424,1.8818131074336748,0.19789193017539472,0.20552749719416383,0.8081896551724137,0.5828079852902548,0.03150647835687205,0.0,1.3,6.0,19.95,25.0,7.5,7.1,95.0,0.0806423766666666,0.0748302333333333,0.839125575566313,0.570941843631441
2008-06-14,8.17,9.33,11.1,13.9,0.09024094473910875,0.11226727799610971,0.17100433767100431,0.3255728750333067,0.004221632893603518,0.01081735540470803,0.028674507841174507,0.07677191580069279,0.0,2.3,6.7,21.5,25.0,8.4,7.8,93.0,0.0806423766666666,0.0748302333333333,0.839125575566313,0.570941843631441
2008-06-17,157.0,6.38,7.21,8.17,2.4622552488794525,0.07437884593057008,0.08010350850156674,0.09024094473910875,0.8477824958716678,0.0009143155694879833,0.0018460728412184719,0.004221632893603518,0.3,2.9,1.2,13.19,24.0,8.7,8.6,172.0,0.0806423766666666,0.0748302333333333,0.839125575566313,0.570941843631441
2008-07-08,8.93,9.81,10.9,14.5,0.03667931649454606,0.058401291199456334,0.12954468229697585,0.3280651340996168,0.0039141885446476714,0.010063899271340656,0.02782025144410465,0.07271711366538951,0.0,1.5,8.5,22.14,28.0,8.7,8.7,305.8,0.057272996183206,0.0508414949109414,0.72926254377899,0.660345575788338
2008-08-05,24.8,29.0,37.5,53.9,0.04125597371565113,0.1528575989782886,0.33641975308641975,0.506768363911221,0.006860439068100357,0.029454022988505742,0.07685185185185185,0.1434412148697863,0.0,1.1,11.1,24.83,29.0,7.3,6.3,91.3,0.0841434701017811,0.0725542143765902,0.555068099586497,0.986833128968305
2008-08-12,28.5,21.4,23.7,37.9,0.3281351526965562,0.024987019730010385,0.07276527582434755,0.3084383856151666,0.049139051332033785,0.0035317151263412946,0.013820518831067354,0.06351998436431154,6.0,1.3,0.1,7.86,28.0,10.8,8.1,127.2,0.0841434701017811,0.0725542143765902,0.555068099586497,0.986833128968305
2008-08-26,43.3,51.0,69.7,106.0,0.00833974852450603,0.013208061002178648,0.033377172007014184,0.13321104122990912,0.0007805149260114618,0.002292120551924473,0.00831938466443488,0.03363032844164919,0.0,1.7,8.5,19.69,24.0,6.4,8.1,8.7,0.0722218702290076,0.0593030279898218,0.65151296173896,0.722285625823488
2008-09-11,25.0,26.3,27.7,29.7,0.005787037037037037,0.005677017321504013,0.00576614520657842,0.005923431849357775,1.8703703703703704e-05,3.899098718490353e-05,8.356732183446985e-05,0.0001944600324229954,0.0,1.2,4.8,14.7,26.0,8.5,8.1,131.2,0.0575316496815286,0.0504952579617834,0.73875293082612,0.621192158595124
